OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300186","Sample-Routine","Water","Surface Water","2012-11-13","10:55:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.94","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300186","Sample-Routine","Water","Surface Water","2012-11-13","10:55:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"45","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300186","Sample-Routine","Water","Surface Water","2012-11-13","10:55:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"8.3","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300186","Sample-Routine","Water","Surface Water","2012-11-13","10:55:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"39.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300417","Sample-Routine","Water","Surface Water","2013-01-03","11:15:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"36.6","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300417","Sample-Routine","Water","Surface Water","2013-01-03","11:15:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"5.2","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300417","Sample-Routine","Water","Surface Water","2013-01-03","11:15:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"43","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300417","Sample-Routine","Water","Surface Water","2013-01-03","11:15:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.87","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300417","Sample-Routine","Water","Surface Water","2013-01-03","11:15:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","683","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300417","Sample-Routine","Water","Surface Water","2013-01-03","11:15:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300536","Sample-Routine","Water","Surface Water","2013-02-06","12:19:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.85","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300536","Sample-Routine","Water","Surface Water","2013-02-06","12:19:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"44","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300536","Sample-Routine","Water","Surface Water","2013-02-06","12:19:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"10.4","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300536","Sample-Routine","Water","Surface Water","2013-02-06","12:19:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"44.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300536","Sample-Routine","Water","Surface Water","2013-02-06","12:19:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","932","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300536","Sample-Routine","Water","Surface Water","2013-02-06","12:19:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300730","Sample-Routine","Water","Surface Water","2013-03-15","10:52:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.85","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300730","Sample-Routine","Water","Surface Water","2013-03-15","10:52:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"45","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300730","Sample-Routine","Water","Surface Water","2013-03-15","10:52:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"11.3","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300730","Sample-Routine","Water","Surface Water","2013-03-15","10:52:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"44.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300730","Sample-Routine","Water","Surface Water","2013-03-15","10:52:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300730","Sample-Routine","Water","Surface Water","2013-03-15","10:52:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","975","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300846","Sample-Routine","Water","Surface Water","2013-04-16","10:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300846","Sample-Routine","Water","Surface Water","2013-04-16","10:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"44","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300846","Sample-Routine","Water","Surface Water","2013-04-16","10:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"10.0","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300846","Sample-Routine","Water","Surface Water","2013-04-16","10:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"46.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300846","Sample-Routine","Water","Surface Water","2013-04-16","10:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","977","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01300846","Sample-Routine","Water","Surface Water","2013-04-16","10:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.84","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301054","Sample-Routine","Water","Surface Water","2013-05-30","13:18:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"35.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301054","Sample-Routine","Water","Surface Water","2013-05-30","13:18:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.84","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301054","Sample-Routine","Water","Surface Water","2013-05-30","13:18:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","960","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301054","Sample-Routine","Water","Surface Water","2013-05-30","13:18:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"30","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301054","Sample-Routine","Water","Surface Water","2013-05-30","13:18:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"16.0","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301054","Sample-Routine","Water","Surface Water","2013-05-30","13:18:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.75","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301361","Sample-Routine","Water","Surface Water","2013-07-11","09:54:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.85","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301361","Sample-Routine","Water","Surface Water","2013-07-11","09:54:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","914","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301361","Sample-Routine","Water","Surface Water","2013-07-11","09:54:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.87","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301361","Sample-Routine","Water","Surface Water","2013-07-11","09:54:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"33","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301361","Sample-Routine","Water","Surface Water","2013-07-11","09:54:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"14.3","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301361","Sample-Routine","Water","Surface Water","2013-07-11","09:54:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"37.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301630","Sample-Routine","Water","Surface Water","2013-08-15","12:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"15.8","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301630","Sample-Routine","Water","Surface Water","2013-08-15","12:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"27","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301630","Sample-Routine","Water","Surface Water","2013-08-15","12:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.77","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301630","Sample-Routine","Water","Surface Water","2013-08-15","12:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","1030","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301630","Sample-Routine","Water","Surface Water","2013-08-15","12:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.84","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01301630","Sample-Routine","Water","Surface Water","2013-08-15","12:16:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"35.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400069","Sample-Routine","Water","Surface Water","2013-10-25","12:13:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"0.88","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400069","Sample-Routine","Water","Surface Water","2013-10-25","12:13:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","1000","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400069","Sample-Routine","Water","Surface Water","2013-10-25","12:13:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"38","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400069","Sample-Routine","Water","Surface Water","2013-10-25","12:13:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"12.5","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400069","Sample-Routine","Water","Surface Water","2013-10-25","12:13:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.89","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400069","Sample-Routine","Water","Surface Water","2013-10-25","12:13:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"37.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400185","Sample-Routine","Water","Surface Water","2013-11-25","09:58:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","974","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01400185","Sample-Routine","Water","Surface Water","2013-11-25","09:58:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10156000",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"2.91","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
